ID;DATUM;TYZDEN;C_1;C_2;C_3;C_4;C_5;C_6;C_7;C_8;C_9;C_10;C_11;C_12;C_13;C_14;C_15;C_16;C_17;C_18;C_19;C_20
3614;3.1.2009;1;60;58;70;11;28;39;3;61;20;32;71;14;34;69;56;23;73;79;65;47
3615;4.1.2009;1;77;48;71;13;73;16;21;53;3;44;49;9;31;46;28;27;54;7;76;15
3616;5.1.2009;2;44;36;10;68;49;52;24;57;34;45;2;11;23;46;1;17;22;76;27;62
3617;6.1.2009;2;74;24;62;20;45;60;50;10;67;23;57;19;47;31;36;14;44;37;25;8
3618;7.1.2009;2;1;57;78;50;71;12;31;28;33;64;34;53;65;40;62;52;9;36;24;15
3619;8.1.2009;2;28;55;75;36;16;69;15;26;43;20;62;10;34;37;11;48;24;80;72;9
3620;9.1.2009;2;41;29;31;6;64;25;37;73;74;80;32;13;2;51;63;27;1;61;7;42
3621;10.1.2009;2;5;33;67;45;7;24;9;70;77;15;2;75;35;11;52;53;27;74;21;60
3622;11.1.2009;2;26;69;58;55;8;21;66;77;16;23;54;17;30;42;12;3;5;64;56;74
3623;12.1.2009;3;79;48;39;60;69;32;74;50;2;43;17;56;37;80;20;28;15;67;66;76
3624;13.1.2009;3;40;47;41;66;19;11;67;62;35;78;55;68;16;5;12;24;29;8;59;21
3625;14.1.2009;3;5;78;79;55;18;75;10;22;33;52;27;15;74;4;47;57;8;68;43;34
3626;15.1.2009;3;32;24;27;71;72;4;43;16;49;7;45;22;12;70;52;9;78;37;19;74
3627;16.1.2009;3;51;58;2;8;6;41;76;52;1;33;17;26;56;31;34;45;35;72;10;62
3628;17.1.2009;3;64;42;47;12;62;74;59;67;76;79;53;35;24;56;14;6;3;4;50;18
3629;18.1.2009;3;40;33;22;18;34;21;57;16;5;30;31;38;49;69;53;25;80;74;14;9
3630;19.1.2009;4;44;12;11;67;73;49;80;66;13;43;75;10;35;41;42;23;47;45;36;39
3631;20.1.2009;4;5;78;1;62;43;64;77;53;56;74;72;27;12;36;23;21;41;10;68;11
3632;21.1.2009;4;41;72;9;75;16;8;74;30;25;15;67;51;48;46;28;61;42;62;11;32
3633;22.1.2009;4;41;69;15;46;48;39;2;80;17;60;5;25;23;34;73;64;31;4;35;8
3634;23.1.2009;4;16;77;19;44;6;59;78;9;68;8;43;20;24;3;64;23;71;52;69;34
3635;24.1.2009;4;18;64;38;63;4;80;70;74;40;39;55;49;17;7;46;77;22;62;58;25
3636;25.1.2009;4;29;63;51;33;23;67;8;36;42;49;45;80;54;48;66;16;70;7;18;22
3637;26.1.2009;5;27;41;54;40;4;1;51;5;6;39;22;29;8;53;36;9;24;68;28;3
3638;27.1.2009;5;67;70;66;80;57;29;14;5;7;24;8;35;44;32;58;65;21;38;33;17
3639;28.1.2009;5;59;52;72;19;47;78;56;16;62;80;4;3;45;28;61;46;21;22;25;23
3640;29.1.2009;5;47;27;30;55;5;53;63;59;80;34;37;24;60;9;29;2;32;45;35;48
3641;30.1.2009;5;12;63;68;70;51;60;5;71;59;43;66;10;39;13;73;45;42;55;64;14
3642;31.1.2009;5;21;61;16;26;44;40;34;76;17;80;54;32;28;15;7;31;36;53;27;66
3643;1.2.2009;5;6;65;2;79;49;5;41;59;45;51;43;36;58;1;10;38;64;3;46;33
3644;2.2.2009;6;79;35;21;60;22;66;72;42;71;9;29;14;17;64;20;33;55;2;6;52
3645;3.2.2009;6;36;57;14;72;10;63;48;79;12;25;65;59;29;75;17;11;47;49;30;78
3646;4.2.2009;6;1;53;24;41;38;30;6;49;45;80;14;8;59;31;64;34;51;67;78;16
3647;5.2.2009;6;14;30;68;31;63;77;70;52;60;38;54;17;1;75;18;79;4;44;39;12
3648;6.2.2009;6;59;32;51;61;34;40;18;29;7;66;80;9;25;23;58;72;30;50;64;49
3649;7.2.2009;6;34;41;58;39;67;73;47;42;50;4;76;63;64;51;24;3;19;11;12;74
3650;8.2.2009;6;56;53;43;9;29;76;30;2;26;37;54;63;3;58;46;6;67;27;39;40
3651;9.2.2009;7;37;34;13;72;75;22;73;27;47;23;53;29;9;77;61;16;11;21;38;12
3652;10.2.2009;7;17;60;23;38;6;31;57;56;53;43;25;80;12;74;26;30;59;69;4;36
3653;11.2.2009;7;1;35;36;49;41;62;44;76;72;50;43;66;63;33;47;25;16;75;67;19
3654;12.2.2009;7;59;41;4;61;29;32;53;16;28;21;39;62;51;69;76;60;33;19;80;8
3655;13.2.2009;7;10;45;21;1;20;14;46;39;55;27;44;25;80;28;22;75;8;6;4;43
3656;14.2.2009;7;59;15;27;57;40;46;33;29;20;44;34;48;66;12;51;73;9;1;35;62
3657;15.2.2009;7;48;30;16;32;29;56;60;18;52;15;79;77;49;37;36;3;27;42;6;46
3658;16.2.2009;8;18;14;47;10;15;28;49;34;12;7;1;69;42;78;24;23;73;13;39;64
3659;17.2.2009;8;61;66;15;47;55;51;43;73;53;56;10;69;25;62;28;70;52;46;29;60
3660;18.2.2009;8;75;9;56;52;40;47;24;62;50;20;31;12;67;22;73;10;53;28;15;48
3661;19.2.2009;8;60;39;32;57;9;1;76;31;28;59;5;42;43;14;49;6;80;17;78;65
3662;20.2.2009;8;34;11;75;44;14;22;41;19;29;17;46;32;40;55;3;71;69;31;65;15
3663;21.2.2009;8;73;13;8;58;11;19;1;7;20;3;38;36;28;34;65;40;72;76;45;15
3664;22.2.2009;8;50;25;8;11;19;23;40;71;52;14;56;61;15;37;43;45;30;65;38;35
3665;23.2.2009;9;76;46;27;69;67;41;44;38;74;14;33;60;13;2;40;31;58;24;45;36
3666;24.2.2009;9;62;72;5;33;49;70;34;46;19;2;57;3;16;76;74;36;28;64;32;80
3667;25.2.2009;9;15;63;56;78;57;9;55;16;29;46;62;69;34;60;33;72;7;45;42;77
3668;26.2.2009;9;31;19;30;63;53;59;37;43;20;14;64;72;16;48;58;24;41;73;68;2
3669;27.2.2009;9;7;5;77;13;18;34;65;24;20;22;15;74;57;61;59;28;69;79;80;71
3670;28.2.2009;9;58;50;6;2;26;22;64;11;53;10;32;16;13;43;76;21;4;77;25;20
3671;1.3.2009;9;69;24;39;46;12;38;47;75;8;14;33;73;6;11;21;70;62;27;78;16
3672;2.3.2009;10;25;71;8;29;24;70;1;63;14;58;2;20;76;59;65;53;10;78;46;67
3673;3.3.2009;10;79;37;49;12;65;74;44;51;42;57;21;27;46;38;39;77;9;60;15;50
3674;4.3.2009;10;17;32;47;74;68;72;36;62;23;40;37;11;2;24;50;55;35;66;51;13
3675;5.3.2009;10;31;68;50;65;21;13;34;20;28;12;16;53;51;80;8;56;75;72;71;45
3676;6.3.2009;10;32;20;48;4;30;59;73;24;47;51;67;72;7;16;61;23;11;5;71;43
3677;7.3.2009;10;75;60;37;25;72;61;45;52;34;79;80;18;10;42;30;73;1;19;78;22
3678;8.3.2009;10;16;41;52;49;80;17;5;24;55;38;76;62;10;40;78;57;8;18;71;68
3679;9.3.2009;11;9;31;48;40;49;8;53;78;3;14;42;34;24;59;23;12;67;57;43;63
3680;10.3.2009;11;48;39;53;25;38;26;73;3;18;40;24;58;61;43;28;76;33;19;57;7
3681;11.3.2009;11;39;32;56;20;65;30;34;38;45;75;25;28;67;66;17;40;64;7;8;42
3682;12.3.2009;11;78;39;9;57;62;44;45;79;16;31;20;49;34;69;64;50;52;68;70;10
3683;13.3.2009;11;39;22;80;49;57;66;29;48;67;8;13;73;74;11;16;34;6;5;2;12
3684;14.3.2009;11;39;69;63;12;29;21;78;74;64;41;72;13;45;46;27;26;62;10;7;18
3685;15.3.2009;11;10;16;24;71;23;43;54;59;69;2;5;21;12;76;17;65;68;58;52;30
3686;16.3.2009;12;19;70;33;44;38;20;43;47;30;27;28;2;66;15;53;77;56;78;60;76
3687;17.3.2009;12;43;30;72;7;29;2;35;78;3;9;75;71;23;62;70;6;64;16;39;25
3688;18.3.2009;12;77;30;25;66;71;43;19;17;76;58;34;67;41;16;7;55;78;11;65;4
3689;19.3.2009;12;48;33;71;54;18;49;57;76;67;42;50;61;53;1;70;14;75;72;65;68
3690;20.3.2009;12;62;56;25;54;36;23;12;5;33;68;17;70;26;20;15;19;61;41;24;8
3691;21.3.2009;12;17;69;25;80;6;15;2;72;35;27;42;71;47;44;48;41;66;60;70;51
3692;22.3.2009;12;44;14;71;19;24;78;62;30;47;37;74;79;1;25;27;38;72;75;17;49
3693;23.3.2009;13;16;48;80;30;79;49;8;63;56;40;21;44;75;72;33;76;32;37;54;34
3694;24.3.2009;13;6;32;11;45;47;13;2;79;42;60;48;21;27;18;1;58;70;44;43;46
3695;25.3.2009;13;71;12;52;13;37;70;40;2;66;49;11;74;80;46;25;1;68;44;8;27
3696;26.3.2009;13;23;36;80;72;51;73;65;41;25;28;77;67;55;50;63;8;29;46;69;22
3697;27.3.2009;13;45;68;42;4;19;76;25;29;16;72;73;43;35;62;49;5;63;56;17;12
3698;28.3.2009;13;39;29;62;56;61;33;18;40;53;51;48;7;68;1;25;24;59;54;22;45
3699;29.3.2009;13;54;58;50;2;45;55;47;23;64;76;14;44;1;32;80;68;28;35;66;62
3700;30.3.2009;14;67;75;60;38;52;28;3;40;15;1;65;79;9;66;2;62;50;72;14;7
3701;31.3.2009;14;38;25;71;35;26;12;21;6;23;36;3;68;53;4;11;80;69;67;49;33
3702;1.4.2009;14;64;59;60;44;12;14;47;79;5;31;62;50;52;71;51;39;43;70;17;6
3703;2.4.2009;14;62;54;58;12;74;60;63;1;52;2;64;55;5;44;9;10;61;79;78;31
3704;3.4.2009;14;36;16;75;54;72;59;12;21;71;3;9;45;7;1;30;35;47;4;78;67
3705;4.4.2009;14;52;1;48;10;37;73;26;74;72;44;65;54;68;41;55;69;39;30;27;22
3706;5.4.2009;14;7;45;27;51;38;72;9;62;65;3;61;63;60;30;34;75;66;6;76;48
3707;6.4.2009;15;48;32;68;35;23;7;26;62;6;66;54;72;51;34;52;70;60;3;63;57
3708;7.4.2009;15;3;36;38;19;66;8;1;31;74;35;39;62;40;45;69;50;28;70;11;22
3709;8.4.2009;15;34;31;74;57;55;42;47;14;48;33;20;10;50;60;67;15;51;76;6;13
3710;9.4.2009;15;31;20;64;67;74;40;10;58;57;32;7;54;49;19;23;79;45;76;47;69
3711;10.4.2009;15;24;29;16;2;66;41;56;42;73;71;80;70;54;50;60;22;39;10;69;62
3712;11.4.2009;15;29;5;64;50;18;66;8;47;78;19;71;7;6;46;36;79;30;48;62;16
3713;12.4.2009;15;33;55;37;51;73;1;59;16;44;10;54;48;72;50;3;22;30;21;39;17
3714;13.4.2009;16;47;46;30;50;76;48;18;21;19;49;16;8;33;44;6;15;65;63;12;43
3715;14.4.2009;16;57;6;79;30;20;74;16;56;66;45;3;60;51;38;61;24;67;69;42;76
3716;15.4.2009;16;64;36;52;26;1;34;71;27;40;30;72;42;13;50;20;14;28;79;47;48
3717;16.4.2009;16;65;35;36;37;50;70;46;32;24;71;67;12;4;16;9;1;10;29;47;43
3718;17.4.2009;16;18;45;67;36;2;11;17;16;65;14;53;34;29;37;49;10;70;58;79;51
3719;18.4.2009;16;20;38;35;48;5;79;56;51;42;34;46;78;41;77;65;22;13;49;15;58
3720;19.4.2009;16;28;71;15;31;38;16;29;79;75;74;60;70;33;24;46;48;39;32;4;51
3721;20.4.2009;17;23;26;24;61;16;14;34;60;71;53;20;28;18;72;10;4;64;77;63;44
3722;21.4.2009;17;60;67;75;37;52;58;69;10;5;3;70;6;65;4;33;73;38;36;55;12
3723;22.4.2009;17;77;64;6;62;55;68;54;18;58;76;66;60;30;22;20;11;24;57;8;65
3724;23.4.2009;17;30;10;29;22;66;53;76;65;47;12;5;39;51;6;55;74;69;13;70;62
3725;24.4.2009;17;73;36;50;19;62;24;31;57;77;27;56;14;29;45;18;41;4;69;32;49
3726;25.4.2009;17;21;65;15;44;47;57;66;51;69;78;48;11;72;2;20;8;71;29;73;25
3727;26.4.2009;17;64;47;1;5;19;36;29;53;40;2;32;49;68;79;3;55;15;13;51;28
3728;27.4.2009;18;35;34;40;12;6;76;53;51;55;46;45;48;79;25;42;7;43;20;52;18
3729;28.4.2009;18;45;7;74;71;8;6;69;52;64;1;4;27;3;76;35;5;39;50;66;67
3730;29.4.2009;18;52;10;34;71;3;61;14;28;6;5;40;80;54;30;49;20;33;35;69;45
3731;30.4.2009;18;14;72;67;61;16;19;6;68;57;59;3;43;62;41;78;31;32;29;37;30
3732;1.5.2009;18;41;25;10;32;14;47;36;51;34;60;9;21;26;29;35;22;58;38;6;77
3733;2.5.2009;18;70;55;69;30;6;66;52;40;4;16;17;59;15;28;27;62;42;22;74;38
3734;3.5.2009;18;35;47;26;29;41;77;23;61;53;43;50;51;6;8;36;65;80;58;40;22
3735;4.5.2009;19;27;48;36;55;33;77;74;61;70;53;35;72;37;56;23;22;58;17;59;41
3736;5.5.2009;19;11;18;31;60;1;65;54;77;64;16;4;14;44;55;5;39;75;34;76;15
3737;6.5.2009;19;5;41;57;36;78;2;80;20;31;61;9;39;77;76;79;34;28;27;75;18
3738;7.5.2009;19;69;21;23;57;7;55;3;61;10;39;18;6;45;34;22;8;56;79;35;65
3739;8.5.2009;19;1;13;27;48;50;18;23;71;54;64;2;74;39;65;63;33;40;42;67;75
3740;9.5.2009;19;25;42;33;15;47;13;26;29;20;65;45;34;4;2;16;19;59;36;51;72
3741;10.5.2009;19;46;63;59;34;44;23;72;52;27;57;48;18;40;8;16;49;15;66;13;19
3742;11.5.2009;20;69;49;38;80;72;6;34;71;35;39;15;59;37;14;76;78;36;70;73;44
3743;12.5.2009;20;80;29;5;19;10;17;76;57;68;24;8;36;43;42;39;55;73;59;7;79
3744;13.5.2009;20;26;68;78;14;53;4;51;64;74;79;30;5;41;11;69;33;1;60;24;40
3745;14.5.2009;20;57;8;43;59;22;42;17;52;21;31;29;13;44;18;4;19;70;39;34;28
3746;15.5.2009;20;53;2;40;55;69;76;43;25;73;11;64;65;12;1;5;79;66;3;72;58
3747;16.5.2009;20;39;23;68;60;38;74;27;36;32;46;31;54;2;24;26;49;12;61;66;79
3748;17.5.2009;20;69;80;10;44;62;22;5;15;7;26;12;51;53;59;46;3;67;41;40;72
3749;18.5.2009;21;52;35;31;12;65;16;6;57;53;22;30;70;46;13;44;1;39;42;5;4
3750;19.5.2009;21;78;13;47;44;22;75;24;40;77;2;76;42;56;39;58;36;55;12;52;60
3751;20.5.2009;21;52;12;11;71;73;20;39;54;46;24;64;50;57;67;60;26;8;47;69;21
3752;21.5.2009;21;35;54;75;8;62;79;59;61;47;39;5;74;71;12;49;64;29;11;65;2
3753;22.5.2009;21;28;12;5;41;49;51;25;1;76;80;62;68;69;10;64;24;77;79;61;13
3754;23.5.2009;21;74;16;41;56;76;66;18;6;17;27;5;45;71;3;50;77;65;51;12;46
3755;24.5.2009;21;12;69;18;5;36;22;70;16;33;17;77;47;73;23;80;68;11;21;39;10
3756;25.5.2009;22;59;77;62;32;8;29;47;64;43;80;23;44;54;19;24;63;31;70;15;1
3757;26.5.2009;22;17;58;3;38;66;25;46;22;69;78;48;16;61;10;79;65;19;14;28;47
3758;27.5.2009;22;10;35;11;22;13;54;5;15;17;28;56;12;33;77;27;44;52;31;66;8
3759;28.5.2009;22;23;20;4;78;69;61;74;36;77;59;8;40;45;6;3;44;67;22;73;52
3760;29.5.2009;22;13;53;75;25;18;70;57;56;16;38;39;65;14;3;37;61;34;1;66;55
3761;30.5.2009;22;16;24;12;11;19;31;32;47;3;52;55;7;59;10;71;65;34;75;9;48
3762;31.5.2009;22;48;39;15;75;80;51;65;43;55;10;44;64;47;12;16;40;61;5;34;56
3763;1.6.2009;23;20;6;48;32;55;33;26;46;27;62;49;19;43;64;71;12;57;7;66;37
3764;2.6.2009;23;38;28;18;76;20;7;42;16;12;11;66;53;3;13;2;51;78;80;60;64
3765;3.6.2009;23;2;76;8;49;9;52;67;17;72;11;45;4;7;35;3;44;28;65;61;42
3766;4.6.2009;23;39;42;59;1;55;6;72;66;30;78;31;2;38;20;3;4;51;32;17;54
3767;5.6.2009;23;1;49;26;53;24;48;34;22;12;33;36;40;73;61;69;44;28;19;21;68
3768;6.6.2009;23;10;74;78;66;58;55;64;13;70;60;51;38;27;15;57;19;29;53;65;47
3769;7.6.2009;23;68;29;35;15;3;41;49;32;25;4;45;74;63;67;39;50;51;14;17;26
3770;8.6.2009;24;50;3;42;75;49;32;39;64;74;9;29;56;77;19;7;45;63;25;58;55
3771;9.6.2009;24;26;50;52;44;13;38;60;79;73;36;9;48;16;54;68;47;1;23;67;69
3772;10.6.2009;24;68;8;29;22;55;14;66;19;28;16;26;47;58;17;10;24;78;75;32;35
3773;11.6.2009;24;64;13;43;5;80;39;49;65;3;41;52;21;62;46;27;58;32;50;71;9
3774;12.6.2009;24;33;10;50;2;39;11;43;55;66;34;27;45;42;72;62;59;7;56;80;68
3775;13.6.2009;24;76;3;22;53;6;19;10;34;59;51;49;61;27;4;15;80;64;33;18;30
3776;14.6.2009;24;43;1;37;64;59;53;39;63;67;8;49;69;26;36;22;76;15;51;5;11
3777;15.6.2009;25;5;19;71;66;43;8;10;9;21;29;4;52;26;61;39;68;62;30;55;22
3778;16.6.2009;25;31;48;52;69;6;28;1;40;20;36;41;79;37;25;47;77;53;7;9;43
3779;17.6.2009;25;40;46;8;14;59;21;61;7;72;53;37;13;77;62;75;58;35;70;66;17
3780;18.6.2009;25;18;27;26;71;14;34;5;32;72;22;46;41;20;65;78;7;40;23;9;49
3781;19.6.2009;25;45;56;5;70;68;59;61;71;16;41;58;32;18;44;55;51;24;1;14;30
3782;20.6.2009;25;74;9;45;26;7;60;10;34;41;22;58;48;13;30;65;19;14;31;64;55
3783;21.6.2009;25;10;47;72;23;48;73;49;46;43;64;12;37;60;65;1;19;61;31;79;40
3784;22.6.2009;26;3;67;68;64;55;10;42;60;38;37;30;72;66;69;31;9;2;40;34;62
3785;23.6.2009;26;3;27;62;74;26;21;25;33;20;73;58;36;5;78;60;45;47;70;28;63
3786;24.6.2009;26;78;14;52;66;56;40;3;46;73;50;68;44;74;45;32;75;33;47;36;35
3787;25.6.2009;26;70;39;11;19;50;5;52;47;12;22;56;36;26;2;34;41;60;17;79;55
3788;26.6.2009;26;58;63;22;46;72;5;68;49;8;39;32;24;30;18;60;29;70;12;19;11
3789;27.6.2009;26;21;48;36;57;4;60;50;62;77;42;49;44;55;19;63;35;31;11;45;65
3790;28.6.2009;26;55;38;46;72;25;74;51;52;56;47;14;57;71;54;28;45;4;3;49;79
3791;29.6.2009;27;3;6;35;37;58;68;31;55;8;52;28;72;44;1;24;59;14;32;76;15
3792;30.6.2009;27;25;42;73;79;52;41;6;12;26;16;40;60;32;64;47;27;23;68;28;4
3793;1.7.2009;27;18;32;57;52;80;74;47;49;25;56;1;68;28;29;11;31;30;63;60;42
3794;2.7.2009;27;7;61;9;38;6;41;76;3;16;8;27;39;10;42;48;67;5;58;68;24
3795;3.7.2009;27;28;63;66;69;25;27;15;29;43;77;51;64;40;23;3;48;56;16;72;19
3796;4.7.2009;27;54;29;21;70;57;68;13;76;26;4;48;20;9;11;10;46;15;2;8;47
3797;5.7.2009;27;50;71;73;76;33;70;54;48;19;37;63;8;10;72;46;12;75;43;18;53
3798;6.7.2009;28;10;52;80;51;64;3;59;9;5;20;11;34;66;21;79;55;38;63;67;48
3799;7.7.2009;28;43;15;37;29;55;69;24;62;78;66;41;19;79;7;67;48;28;47;39;13
3800;8.7.2009;28;9;63;75;45;66;11;65;6;13;62;48;57;33;29;76;78;3;38;80;26
3801;9.7.2009;28;20;10;55;19;22;40;64;37;58;79;47;30;13;7;46;77;29;45;34;71
3802;10.7.2009;28;18;66;45;57;62;38;69;8;56;24;10;17;6;19;78;20;71;52;50;67
3803;11.7.2009;28;66;67;22;32;64;75;65;6;42;11;78;48;60;27;51;28;76;36;15;57
3804;12.7.2009;28;13;57;69;41;10;58;17;38;67;30;23;9;49;7;37;35;75;63;21;76
3805;13.7.2009;29;32;3;42;47;36;48;11;12;56;44;55;8;66;80;74;58;10;31;68;75
3806;14.7.2009;29;42;79;77;67;32;80;34;23;37;57;72;7;53;15;64;70;22;66;48;44
3807;15.7.2009;29;78;48;14;73;3;16;22;72;80;29;43;71;63;66;54;23;77;58;68;64
3808;16.7.2009;29;28;60;74;71;51;41;45;52;34;33;30;64;66;56;47;72;69;40;70;32
3809;17.7.2009;29;60;19;79;48;9;51;64;25;70;49;62;35;34;31;38;65;43;42;26;55
3810;18.7.2009;29;70;26;48;36;3;51;66;46;20;72;67;34;57;9;11;68;43;75;19;58
3811;19.7.2009;29;45;30;23;51;71;12;42;17;72;50;69;73;61;5;22;59;79;9;43;20
3812;20.7.2009;30;71;25;14;47;23;42;45;16;38;11;43;74;24;50;31;46;68;69;62;72
3813;21.7.2009;30;13;5;45;76;4;56;73;12;16;74;75;6;70;42;69;19;41;78;52;35
3814;22.7.2009;30;17;16;65;21;37;71;9;59;30;46;60;44;67;73;6;14;20;76;36;10
3815;23.7.2009;30;47;19;16;78;30;80;24;55;59;37;57;67;45;79;5;15;2;60;33;7
3816;24.7.2009;30;37;6;5;42;46;73;4;54;25;3;13;34;64;59;60;16;11;27;68;56
3817;25.7.2009;30;4;12;37;44;47;25;56;66;20;71;62;76;17;70;11;5;73;75;45;40
3818;26.7.2009;30;67;75;44;35;79;64;19;42;61;53;39;52;51;73;68;13;46;24;10;9
3819;27.7.2009;31;77;63;69;10;80;1;78;33;13;16;57;38;73;50;30;49;41;66;34;55
3820;28.7.2009;31;32;42;66;15;16;38;39;40;78;8;26;29;64;70;41;74;18;69;72;31
3821;29.7.2009;31;49;74;27;20;67;30;56;71;76;8;53;47;55;41;46;80;58;57;28;23
3822;30.7.2009;31;44;4;70;59;34;42;13;25;75;49;16;72;32;35;31;47;78;54;53;9
3823;31.7.2009;31;30;31;78;27;32;71;75;41;12;26;49;61;4;24;39;55;59;77;29;48
3824;1.8.2009;31;64;26;70;8;72;24;22;47;17;59;13;27;51;38;14;77;56;65;5;23
3825;2.8.2009;31;35;24;47;34;26;64;33;71;65;68;51;76;9;59;5;37;78;12;41;79
3826;3.8.2009;32;32;31;7;73;62;11;35;76;61;52;29;15;6;53;59;18;38;3;66;10
3827;4.8.2009;32;57;36;39;33;2;21;44;52;41;7;22;56;49;60;29;10;24;28;5;30
3828;5.8.2009;32;55;23;4;64;49;76;44;28;27;42;43;58;62;12;36;31;6;67;68;19
3829;6.8.2009;32;19;34;12;73;27;7;37;15;20;50;22;1;44;46;79;3;18;70;28;55
3830;7.8.2009;32;25;47;61;5;39;63;15;55;50;66;77;48;33;9;65;56;58;60;18;45
3831;8.8.2009;32;52;4;21;50;65;33;35;30;2;64;55;44;59;25;20;61;80;78;31;54
3832;9.8.2009;32;49;26;70;28;8;57;18;12;19;17;52;54;53;50;59;56;24;79;34;71
3833;10.8.2009;33;55;78;20;32;17;37;39;16;74;9;65;40;47;23;28;41;54;35;36;25
3834;11.8.2009;33;39;55;8;22;79;78;60;27;37;10;25;29;44;2;3;58;51;47;24;53
3835;12.8.2009;33;18;26;15;6;43;80;8;50;60;4;58;71;52;24;77;68;72;2;74;66
3836;13.8.2009;33;31;68;42;14;66;17;2;19;35;71;8;78;69;16;61;72;56;77;67;10
3837;14.8.2009;33;57;4;34;74;67;75;1;6;58;32;47;41;70;22;26;14;50;30;29;73
3838;15.8.2009;33;29;10;38;27;39;24;45;59;18;49;77;62;34;30;52;40;46;43;56;37
3839;16.8.2009;33;42;72;31;17;53;21;20;64;14;30;71;38;28;27;45;70;44;77;3;59
3840;17.8.2009;34;27;71;74;50;16;30;32;31;13;46;20;41;14;80;79;77;38;62;44;47
3841;18.8.2009;34;4;57;14;50;46;17;35;38;56;19;64;12;18;2;42;7;6;13;51;59
3842;19.8.2009;34;61;60;1;77;20;36;47;50;24;68;56;13;28;71;26;43;14;51;15;37
3843;20.8.2009;34;78;16;5;36;19;73;4;52;21;58;8;75;29;48;28;37;71;27;45;39
3844;21.8.2009;34;18;35;34;72;1;17;24;22;75;15;23;55;74;47;60;26;20;16;10;79
3845;22.8.2009;34;77;46;32;30;19;60;24;54;6;3;59;69;9;21;37;64;56;55;71;36
3846;23.8.2009;34;64;6;9;2;68;13;25;44;60;8;33;26;32;65;76;69;35;12;49;50
3847;24.8.2009;35;6;63;9;31;22;58;16;65;72;71;42;33;61;10;28;3;60;54;74;11
3848;25.8.2009;35;13;62;64;1;20;73;6;74;34;36;46;33;57;53;41;52;15;7;22;79
3849;26.8.2009;35;55;13;10;1;52;48;31;8;71;76;72;27;54;58;24;17;59;66;75;29
3850;27.8.2009;35;68;33;45;75;42;43;2;41;16;25;60;1;8;76;39;17;18;22;70;56
3851;28.8.2009;35;4;2;10;43;51;54;33;64;17;35;36;6;7;61;12;25;19;47;75;79
3852;29.8.2009;35;55;25;16;8;63;76;53;7;10;36;75;2;71;39;11;1;26;18;35;48
3853;30.8.2009;35;71;18;6;44;39;16;9;23;5;17;13;11;25;46;70;45;1;27;54;12
3854;31.8.2009;36;4;1;75;50;40;7;29;18;51;12;42;68;3;38;36;56;76;37;35;65
3855;1.9.2009;36;68;77;75;33;8;35;51;12;65;1;43;70;63;55;69;3;29;71;27;62
3856;2.9.2009;36;64;42;36;66;19;44;4;7;60;27;58;59;26;15;50;53;8;16;45;24
3857;3.9.2009;36;67;77;13;8;40;23;55;14;10;11;56;60;22;74;50;80;70;53;72;48
3858;4.9.2009;36;67;12;13;53;7;42;1;8;10;35;75;46;34;5;18;72;23;68;57;38
3859;5.9.2009;36;79;25;56;7;66;14;26;41;48;67;50;58;64;73;15;62;33;11;18;80
3860;6.9.2009;36;26;18;65;57;78;24;35;20;61;48;60;70;28;67;7;22;21;5;41;53
3861;7.9.2009;37;5;36;20;41;44;27;51;35;52;71;39;69;14;59;9;15;8;76;26;48
3862;8.9.2009;37;8;17;25;19;39;51;23;1;18;16;78;36;77;27;14;49;40;3;20;6
3863;9.9.2009;37;34;71;27;3;31;76;36;42;35;45;78;9;7;79;57;56;60;67;14;75
3864;10.9.2009;37;41;37;48;29;69;45;71;23;20;59;35;80;62;39;16;63;25;68;60;13
3865;11.9.2009;37;65;24;14;32;5;44;68;72;56;11;7;19;16;62;25;4;78;74;46;39
3866;12.9.2009;37;42;65;57;50;70;41;8;39;14;59;45;15;63;22;51;1;4;62;71;48
3867;13.9.2009;37;36;48;78;61;55;18;69;77;41;23;29;26;79;1;73;42;51;30;49;72
3868;14.9.2009;38;80;73;75;37;23;25;51;78;34;59;54;65;12;11;77;9;62;71;41;3
3869;15.9.2009;38;74;48;22;78;19;56;53;8;60;2;76;57;46;14;30;52;36;77;79;63
3870;16.9.2009;38;2;4;24;72;39;58;42;51;3;36;11;57;5;74;37;38;75;41;55;67
3871;17.9.2009;38;6;41;64;49;15;29;68;4;66;44;26;75;9;37;8;54;23;65;25;51
3872;18.9.2009;38;29;15;32;59;4;9;36;67;5;71;2;21;17;76;80;25;33;42;61;44
3873;19.9.2009;38;32;29;77;46;21;30;64;5;65;4;20;18;58;27;35;44;71;75;15;3
3874;20.9.2009;38;78;47;60;16;2;19;43;42;10;31;6;7;5;26;52;76;79;11;30;17
3875;21.9.2009;39;73;16;31;47;44;67;18;46;49;10;59;37;1;33;52;6;77;61;42;5
3876;22.9.2009;39;44;61;1;37;13;16;45;53;73;80;57;67;4;59;33;15;28;75;39;41
3877;23.9.2009;39;67;5;51;11;72;42;45;9;12;56;23;64;34;38;18;21;29;33;52;68
3878;24.9.2009;39;35;50;7;73;64;30;52;55;42;47;23;69;24;68;18;34;6;58;41;20
3879;25.9.2009;39;50;65;30;45;18;12;19;33;14;23;73;36;49;21;48;55;2;68;9;25
3880;26.9.2009;39;31;76;67;64;48;7;39;35;40;26;58;11;65;25;16;79;10;68;78;17
